OBJECTID_1,NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,IKRAFTDATF,URSGALLDAT,SENGALLDAT,TILLSYNSMH,PROVNMHDIS,PROVNMHTIL,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND,Shape_Leng,Shape_Le_1,OBJECTID,Shape_Le_2,MERGE_SRC,Shape_Length,Shape_Area
155, ,Finngrundet-Norra banken,SCI, ,,,,2013-11-01 0:00:00, , , ,Gävleborgs län,Älvkarleby, , ,1338.2,0,0,0, , , , ,16954.75108,0, ,16954.75108,MPAs_Sverige_Okt_2023,16954.75108,13381572.64
156, ,Finngrundet-Västra banken,SCI, ,,,,2013-11-01 0:00:00, , , ,Gävleborgs län,"Gävle, Älvkarleby", , ,8315,0,0,0, , , , ,55409.35239,0, ,55409.35239,MPAs_Sverige_Okt_2023,55409.35239,83150080.64
157, ,Finngrundet-Östra banken,SCI, ,,,,2009-12-01 0:00:00, , , ,Gävleborgs län,"Älvkarleby, Tierp", , ,23151.2,0,0,0, , , , ,69445.80045,0, ,69445.80045,MPAs_Sverige_Okt_2023,69445.80045,231512237.9
158, ,Fjärdlång,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Haninge, , ,5089,0,0,0, , , , ,42389.92233,0, ,42389.92233,MPAs_Sverige_Okt_2023,42389.92233,50889727.17
159, ,Fladen,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,"Varberg, Kungsbacka", , ,13292.3,0,0,0, , , , ,50075.23488,0, ,50075.23488,MPAs_Sverige_Okt_2023,50075.23488,132923249.9
160, ,Furuholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,34.4,0,0,0, , , , ,2331.146865,0, ,2331.146865,MPAs_Sverige_Okt_2023,2331.146865,344422.3585
161, ,Furusundsfjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,372.8,0,0,0, , , , ,8519.943071,0, ,8519.943071,MPAs_Sverige_Okt_2023,8519.943071,3728478.648
162, ,Furön,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Oskarshamn, , ,96.3,0,0,0, , , , ,3994.87417,0, ,3994.87417,MPAs_Sverige_Okt_2023,3994.87417,962509.8201
163, ,Fölsö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlshamn, , ,42.3,0,0,0, , , , ,2572.292771,0, ,2572.292771,MPAs_Sverige_Okt_2023,2572.292771,422885.074
164, ,Gamla Köpstad,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Varberg, , ,320.3,0,0,0, , , , ,14332.30583,0, ,14332.30583,MPAs_Sverige_Okt_2023,14332.30583,3202989.995
165, ,Gamla Varberg,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Varberg, , ,51.5,0,0,0, , , , ,3050.299745,0, ,3050.299745,MPAs_Sverige_Okt_2023,3050.299745,514801.7597
166, ,Gannarveviken,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,36.9,0,0,0, , , , ,10694.17762,0, ,10694.17762,MPAs_Sverige_Okt_2023,10694.17762,368865.6258
167, ,Getteröns fågelreservat,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Varberg, , ,350.4,0,0,0, , , , ,9030.123495,0, ,9030.123495,MPAs_Sverige_Okt_2023,9030.123495,3503977.979
168, ,Gnarps Masugn,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Nordanstig, , ,225.7,0,0,0, , , , ,9043.864964,0, ,9043.864964,MPAs_Sverige_Okt_2023,9043.864964,2256551.941
169, ,Gnäggen,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Kramfors, , ,28.5,0,0,0, , , , ,1938.203725,0, ,1938.203725,MPAs_Sverige_Okt_2023,1938.203725,284847.2482
170, ,Gotska Sandön-Salvorev,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,60494.7,0,0,0, , , , ,208886.8131,0, ,208886.8131,MPAs_Sverige_Okt_2023,208886.8131,604946928.8
171, ,Gran,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Nordanstig, , ,473.8,0,0,0, , , , ,8810.358023,0, ,8810.358023,MPAs_Sverige_Okt_2023,8810.358023,4738376.448
172, ,Granholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,101.2,0,0,0, , , , ,4699.72867,0, ,4699.72867,MPAs_Sverige_Okt_2023,4699.72867,1012493.214
173, ,Grillskäret,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,25.1,0,0,0, , , , ,2046.555024,0, ,2046.555024,MPAs_Sverige_Okt_2023,2046.555024,250611.0278
174, ,Grimsholmen,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Falkenberg, , ,220.3,0,0,0, , , , ,9486.984699,0, ,9486.984699,MPAs_Sverige_Okt_2023,9486.984699,2202659.748
175, ,Grönviksmyran,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Sundsvall, , ,53.5,0,0,0, , , , ,6247.989173,0, ,6247.989173,MPAs_Sverige_Okt_2023,6247.989173,534665.6799
176, ,Grötlingboudd-Ytterholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,535,0,0,0, , , , ,12321.1738,0, ,12321.1738,MPAs_Sverige_Okt_2023,12321.1738,5350134.531
177, ,Gullmarsfjorden,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Uddevalla, Munkedal, Lysekil", , ,11395,0,0,0, , , , ,277710.941,0, ,277710.941,MPAs_Sverige_Okt_2023,277710.941,113950114.3
178, ,Gårdskärskusten,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Älvkarleby, , ,444.7,0,0,0, , , , ,14274.61,0, ,14274.61,MPAs_Sverige_Okt_2023,14274.61,4447240.93
179, ,Gåsfeten,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Ronneby, , ,10.4,0,0,0, , , , ,1226.966854,0, ,1226.966854,MPAs_Sverige_Okt_2023,1226.966854,103742.6498
180, ,Haglö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,160.6,0,0,0, , , , ,5213.428328,0, ,5213.428328,MPAs_Sverige_Okt_2023,5213.428328,1605710.47
181, ,Hallands Väderö,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Båstad, , ,1834.4,0,0,0, , , , ,19796.34117,0, ,19796.34117,MPAs_Sverige_Okt_2023,19796.34117,18344270.11
182, ,Hallarum,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,50.8,0,0,0, , , , ,4308.918178,0, ,4308.918178,MPAs_Sverige_Okt_2023,4308.918178,507525.9828
183, ,Halltorp,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,199.8,0,0,0, , , , ,6962.462878,0, ,6962.462878,MPAs_Sverige_Okt_2023,6962.462878,1998240.741
184, ,Halsefjorden,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,"Tjörn, Stenungsund, Orust", , ,1211.7,0,0,0, , , , ,41690.01767,0, ,41690.01767,MPAs_Sverige_Okt_2023,41690.01767,12116766.16
185, ,Hanö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Sölvesborg, , ,247.7,0,0,0, , , , ,7623.938682,0, ,7623.938682,MPAs_Sverige_Okt_2023,7623.938682,2476575.28
186, ,Haparanda Sandskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,998.7,0,0,0, , , , ,16246.60689,0, ,16246.60689,MPAs_Sverige_Okt_2023,16246.60689,9987428.289
187, ,Haparanda skärgård,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,7430.5,0,0,0, , , , ,35882.2553,0, ,35882.2553,MPAs_Sverige_Okt_2023,35882.2553,74304634.1
188, ,Harkskärsfjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Gävle, , ,348.9,0,0,0, , , , ,10898.30515,0, ,10898.30515,MPAs_Sverige_Okt_2023,10898.30515,3489357.24
189, ,Harufjärden,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,2710.5,0,0,0, , , , ,22108.56955,0, ,22108.56955,MPAs_Sverige_Okt_2023,22108.56955,27105031.78
190, ,Havet kring Ven,SCI, ,,,,2017-12-01 0:00:00, , , ,Skåne län,Landskrona, , ,2109.5,0,0,0, , , , ,35793.02407,0, ,35793.02407,MPAs_Sverige_Okt_2023,35793.02407,21094855.21
191, ,Havstensfjorden-Svälte kile,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Uddevalla, , ,1259.3,0,0,0, , , , ,31900.64415,0, ,31900.64415,MPAs_Sverige_Okt_2023,31900.64415,12593302.73
192, ,Hertsånger,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Robertsfors, , ,751.3,0,0,0, , , , ,12312.10706,0, ,12312.10706,MPAs_Sverige_Okt_2023,12312.10706,7513417.163
193, ,Holmöarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Umeå, , ,24209.6,0,0,0, , , , ,91718.06521,0, ,91718.06521,MPAs_Sverige_Okt_2023,91718.06521,242096081
194, ,Holsterörarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,140.3,0,0,0, , , , ,4586.301444,0, ,4586.301444,MPAs_Sverige_Okt_2023,4586.301444,1402806.638
195, ,Horns Kungsgård,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,946,0,0,0, , , , ,39766.05854,0, ,39766.05854,MPAs_Sverige_Okt_2023,39766.05854,9460310.808
196, ,Horsvik,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Nyköping, , ,14.1,0,0,0, , , , ,1838.375292,0, ,1838.375292,MPAs_Sverige_Okt_2023,1838.375292,140684.0308
197, ,Horsö-Värsnäs,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Kalmar, , ,471.5,0,0,0, , , , ,9954.770609,0, ,9954.770609,MPAs_Sverige_Okt_2023,9954.770609,4714888.165
198, ,Hovön-Alnön,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,385.4,0,0,0, , , , ,13894.7575,0, ,13894.7575,MPAs_Sverige_Okt_2023,13894.7575,3853914.42
199, ,Hummelbosholm,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,233.7,0,0,0, , , , ,6885.036808,0, ,6885.036808,MPAs_Sverige_Okt_2023,6885.036808,2337300.69
200, ,Husvalla sjömarker,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,1304.1,0,0,0, , , , ,20476.34249,0, ,20476.34249,MPAs_Sverige_Okt_2023,20476.34249,13041138.37
201, ,Huvudskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Haninge, , ,2076.5,0,0,0, , , , ,21715.51007,0, ,21715.51007,MPAs_Sverige_Okt_2023,21715.51007,20764719.49
202, ,Häringe-Hammersta,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,"Nynäshamn, Haninge", , ,1155.8,0,0,0, , , , ,20265.45196,0, ,20265.45196,MPAs_Sverige_Okt_2023,20265.45196,11558465.79
203, ,Härmanö,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,Orust, , ,1484.6,0,0,0, , , , ,26212.06982,0, ,26212.06982,MPAs_Sverige_Okt_2023,26212.06982,14845716.02
204, ,Härön,SCI, ,,,,2004-12-01 0:00:00, , , ,Västra Götalands län,Tjörn, , ,707.9,0,0,0, , , , ,12313.09042,0, ,12313.09042,MPAs_Sverige_Okt_2023,12313.09042,7079439.181
205, ,Hästholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,32.2,0,0,0, , , , ,2469.907462,0, ,2469.907462,MPAs_Sverige_Okt_2023,2469.907462,322066.5504
206, ,Hästholmen-Öppenskär,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,1151,0,0,0, , , , ,30857.75704,0, ,30857.75704,MPAs_Sverige_Okt_2023,30857.75704,11510424.31
207, ,Hävringe-Källskären,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Oxelösund, , ,11104.5,0,0,0, , , , ,46245.65014,0, ,46245.65014,MPAs_Sverige_Okt_2023,46245.65014,111045236.1
208, ,Hållnäskusten,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Tierp, , ,1449.3,0,0,0, , , , ,22033.56207,0, ,22033.56207,MPAs_Sverige_Okt_2023,22033.56207,14492650.38
209, ,Högbonden,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Kramfors, , ,347.2,0,0,0, , , , ,8970.154349,0, ,8970.154349,MPAs_Sverige_Okt_2023,8970.154349,3471922.698
210, ,Högby hamn,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,86.9,0,0,0, , , , ,4843.999259,0, ,4843.999259,MPAs_Sverige_Okt_2023,4843.999259,869267.7963
211, ,Högbådan,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,20.6,0,0,0, , , , ,2586.180466,0, ,2586.180466,MPAs_Sverige_Okt_2023,2586.180466,205821.7992
212, ,Hölick,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Hudiksvall, , ,598,0,0,0, , , , ,14105.66103,0, ,14105.66103,MPAs_Sverige_Okt_2023,14105.66103,5979526.977
213, ,Idefjorden,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Strömstad, , ,880.5,0,0,0, , , , ,63471.83544,0, ,63471.83544,MPAs_Sverige_Okt_2023,63471.83544,8804666.618
214, ,Idön,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,178.9,0,0,0, , , , ,6031.29651,0, ,6031.29651,MPAs_Sverige_Okt_2023,6031.29651,1788643.823
215, ,Indalsälvens delta,SCI, ,,,,2009-12-01 0:00:00, , , ,Västernorrlands län,Timrå, , ,146.6,0,0,0, , , , ,6748.394128,0, ,6748.394128,MPAs_Sverige_Okt_2023,6748.394128,1466053.411
216, ,Isaks kläpp,SCI, ,,,,2005-01-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,124.7,0,0,0, , , , ,6633.16915,0, ,6633.16915,MPAs_Sverige_Okt_2023,6633.16915,1247192.461
217, ,Ivö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Ronneby, , ,75.9,0,0,0, , , , ,3643.110632,0, ,3643.110632,MPAs_Sverige_Okt_2023,3643.110632,759268.1829
218, ,Jonstorp-Vegeåns mynning,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Höganäs, Ängelholm, Helsingborg", , ,1280,0,0,0, , , , ,26844.04182,0, ,26844.04182,MPAs_Sverige_Okt_2023,26844.04182,12800205.2
219, ,Jorefjorden,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Tanum, , ,632.7,0,0,0, , , , ,27225.08961,0, ,27225.08961,MPAs_Sverige_Okt_2023,27225.08961,6327158.033
220, ,Jutskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,354.6,0,0,0, , , , ,9470.301801,0, ,9470.301801,MPAs_Sverige_Okt_2023,9470.301801,3546025.317
221, ,Järflotta,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Nynäshamn, , ,179.4,0,0,0, , , , ,21163.5739,0, ,21163.5739,MPAs_Sverige_Okt_2023,21163.5739,1793746.373
222, ,Järkö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,124.2,0,0,0, , , , ,5033.011659,0, ,5033.011659,MPAs_Sverige_Okt_2023,5033.011659,1241719.837
223, ,Järnavik,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Ronneby, , ,151.5,0,0,0, , , , ,10833.61094,0, ,10833.61094,MPAs_Sverige_Okt_2023,10833.61094,1514878.265
224, ,Kalix yttre skärgård,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,9296.4,0,0,0, , , , ,60790.70495,0, ,60790.70495,MPAs_Sverige_Okt_2023,60790.70495,92963813.82
225, ,Kallriga,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Östhammar, , ,1149.3,0,0,0, , , , ,21179.91654,0, ,21179.91654,MPAs_Sverige_Okt_2023,21179.91654,11492914.99
226, ,Kapelludden,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,498.2,0,0,0, , , , ,16187.66403,0, ,16187.66403,MPAs_Sverige_Okt_2023,16187.66403,4982150.212
227, ,Katthavet,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,7.9,0,0,0, , , , ,2641.622628,0, ,2641.622628,MPAs_Sverige_Okt_2023,2641.622628,78737.39241
228, ,Klubben-Rickleån,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Robertsfors, , ,87.1,0,0,0, , , , ,4670.469679,0, ,4670.469679,MPAs_Sverige_Okt_2023,4670.469679,871202.2257
229, ,Kluntarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,713.6,0,0,0, , , , ,12373.1708,0, ,12373.1708,MPAs_Sverige_Okt_2023,12373.1708,7136357.4
230, ,Knösö,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,Karlskrona, , ,67,0,0,0, , , , ,4548.898831,0, ,4548.898831,MPAs_Sverige_Okt_2023,4548.898831,670447.4022
231, ,Koster,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,Strömstad, , ,1167,0,0,0, , , , ,43061.38951,0, ,43061.38951,MPAs_Sverige_Okt_2023,43061.38951,11670137.2
232, ,Kosterfjorden-Väderöfjorden,SCI, ,,,,2005-01-01 0:00:00, , , ,Västra Götalands län,"Tanum, Strömstad", , ,54016,0,0,0, , , , ,277541.3993,0, ,277541.3993,MPAs_Sverige_Okt_2023,277541.3993,540160285.2
233, ,Kraaseli,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,29.4,0,0,0, , , , ,4569.080204,0, ,4569.080204,MPAs_Sverige_Okt_2023,4569.080204,294164.9592
234, ,Kraaseli-Selkäkari,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Haparanda, , ,6.7,0,0,0, , , , ,1562.630774,0, ,1562.630774,MPAs_Sverige_Okt_2023,1562.630774,67282.11997
235, ,Kronören,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Nordmaling, , ,5796.4,0,0,0, , , , ,50162.95612,0, ,50162.95612,MPAs_Sverige_Okt_2023,50162.95612,57963653.84
236, ,Kråmö,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Trosa, , ,243.6,0,0,0, , , , ,7286.957177,0, ,7286.957177,MPAs_Sverige_Okt_2023,7286.957177,2435808.488
237, ,Kuggörarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Hudiksvall, , ,50.8,0,0,0, , , , ,5641.826644,0, ,5641.826644,MPAs_Sverige_Okt_2023,5641.826644,507647.9049
238, ,Kullaberg,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Höganäs, , ,1358,0,0,0, , , , ,21756.34517,0, ,21756.34517,MPAs_Sverige_Okt_2023,21756.34517,13579622.42
239, ,Kungsbackafjorden,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Kungsbacka, , ,7862.9,0,0,0, , , , ,83385.60972,0, ,83385.60972,MPAs_Sverige_Okt_2023,83385.60972,78628592.83
240, ,Kvarntorpet,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Västervik, , ,149,0,0,0, , , , ,5443.373024,0, ,5443.373024,MPAs_Sverige_Okt_2023,5443.373024,1490050.898
241, ,Käringboda,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Nynäshamn, , ,1494.1,0,0,0, , , , ,24241.73459,0, ,24241.73459,MPAs_Sverige_Okt_2023,24241.73459,14940878.89
242, ,Kågefjärdens havsstrandängar,SCI, ,,,,2005-01-01 0:00:00, , , ,Västerbottens län,Skellefteå, , ,38.1,0,0,0, , , , ,4196.851415,0, ,4196.851415,MPAs_Sverige_Okt_2023,4196.851415,380536.236
243, ,Kålsö,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Södertälje, , ,205,0,0,0, , , , ,8872.477263,0, ,8872.477263,MPAs_Sverige_Okt_2023,8872.477263,2049656.15
244, ,Ledarön,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Södertälje, , ,230.5,0,0,0, , , , ,11102.19169,0, ,11102.19169,MPAs_Sverige_Okt_2023,11102.19169,2305005.209
245, ,Ledskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Tierp, , ,370.7,0,0,0, , , , ,15746.69666,0, ,15746.69666,MPAs_Sverige_Okt_2023,15746.69666,3707033.671
246, ,Lidö,SCI, ,,,,2005-01-01 0:00:00, , , ,Stockholms län,Norrtälje, , ,245.3,0,0,0, , , , ,15007.35774,0, ,15007.35774,MPAs_Sverige_Okt_2023,15007.35774,2452603.665
247, ,Likskär,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,2508.7,0,0,0, , , , ,22790.83948,0, ,22790.83948,MPAs_Sverige_Okt_2023,22790.83948,25087444.77
248, ,Likskäret,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Luleå, , ,186.6,0,0,0, , , , ,7183.659036,0, ,7183.659036,MPAs_Sverige_Okt_2023,7183.659036,1866244.474
249, ,Lilla Karlsö,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,936.7,0,0,0, , , , ,11206.84071,0, ,11206.84071,MPAs_Sverige_Okt_2023,11206.84071,9367002.236
250, ,Lilla Middelgrund,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,"Varberg, Falkenberg", , ,17840.2,0,0,0, , , , ,51016.35561,0, ,51016.35561,MPAs_Sverige_Okt_2023,51016.35561,178401977.2
251, ,Limön,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Gävle, , ,155.7,0,0,0, , , , ,16076.5727,0, ,16076.5727,MPAs_Sverige_Okt_2023,16076.5727,1557259.782
252, ,Lindö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Kalmar, , ,131.7,0,0,0, , , , ,5941.521593,0, ,5941.521593,MPAs_Sverige_Okt_2023,5941.521593,1316736.151
253, ,Lommabukten,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,"Lomma, Burlöv", , ,219.8,0,0,0, , , , ,7149.382448,0, ,7149.382448,MPAs_Sverige_Okt_2023,7149.382448,2197666.04
254, ,Långharsholmen,SCI, ,,,,2005-01-01 0:00:00, , , ,Västernorrlands län,Sundsvall, , ,108,0,0,0, , , , ,4017.761467,0, ,4017.761467,MPAs_Sverige_Okt_2023,4017.761467,1080411.372
255, ,Långsandsörarna,SCI, ,,,,2005-01-01 0:00:00, , , ,Uppsala län,Älvkarleby, , ,279.1,0,0,0, , , , ,9368.808353,0, ,9368.808353,MPAs_Sverige_Okt_2023,9368.808353,2790865.021
256, ,Långvind,SCI, ,,,,2005-01-01 0:00:00, , , ,Gävleborgs län,Hudiksvall, , ,787.1,0,0,0, , , , ,37847.24861,0, ,37847.24861,MPAs_Sverige_Okt_2023,37847.24861,7871423.88
257, ,Lövö,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Mönsterås, , ,784.5,0,0,0, , , , ,10863.26198,0, ,10863.26198,MPAs_Sverige_Okt_2023,10863.26198,7845280.69
258, ,Malmöfjord,SCI, ,,,,2009-12-01 0:00:00, , , ,Västra Götalands län,"Lysekil, Sotenäs", , ,699.2,0,0,0, , , , ,13504.0466,0, ,13504.0466,MPAs_Sverige_Okt_2023,13504.0466,6992431.209
259, ,Malören,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,181,0,0,0, , , , ,5242.462887,0, ,5242.462887,MPAs_Sverige_Okt_2023,5242.462887,1809925.552
260, ,Marakallen,SCI, ,,,,2009-12-01 0:00:00, , , ,Norrbottens län,Luleå, , ,5983.5,0,0,0, , , , ,41978.13275,0, ,41978.13275,MPAs_Sverige_Okt_2023,41978.13275,59834806.67
261, ,Marpesträsk,SCI, ,,,,2005-01-01 0:00:00, , , ,Gotlands län,Gotland, , ,151.2,0,0,0, , , , ,5835.996235,0, ,5835.996235,MPAs_Sverige_Okt_2023,5835.996235,1511541.301
262, ,Marsviken-Marsäng,SCI, ,,,,2005-01-01 0:00:00, , , ,Södermanlands län,Nyköping, , ,121.8,0,0,0, , , , ,4917.794791,0, ,4917.794791,MPAs_Sverige_Okt_2023,4917.794791,1217618.626
263, ,Massan,SCI, ,,,,2005-01-01 0:00:00, , , ,Norrbottens län,Kalix, , ,50.8,0,0,0, , , , ,2895.423298,0, ,2895.423298,MPAs_Sverige_Okt_2023,2895.423298,508315.233
264, ,Missjö,SCI, ,,,,2005-01-01 0:00:00, , , ,Östergötlands län,Söderköping, , ,1832.9,0,0,0, , , , ,28024.00683,0, ,28024.00683,MPAs_Sverige_Okt_2023,28024.00683,18328695.46
265, ,Misterhult,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Oskarshamn, , ,8494.9,0,0,0, , , , ,71748.20012,0, ,71748.20012,MPAs_Sverige_Okt_2023,71748.20012,84949288.86
266, ,Morups bank,SCI, ,,,,2009-12-01 0:00:00, , , ,Hallands län,Falkenberg, , ,565.8,0,0,0, , , , ,9632.759491,0, ,9632.759491,MPAs_Sverige_Okt_2023,9632.759491,5658297.107
267, ,Morups tånge,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Falkenberg, , ,207.4,0,0,0, , , , ,6005.721286,0, ,6005.721286,MPAs_Sverige_Okt_2023,6005.721286,2073960.41
268, ,Måseskär,SCI, ,,,,2009-12-01 0:00:00, , , ,Västra Götalands län,Orust, , ,1797.6,0,0,0, , , , ,15719.14826,0, ,15719.14826,MPAs_Sverige_Okt_2023,15719.14826,17976293.76
269, ,Möllehässle-Kullens havsbad,SCI, ,,,,2004-12-01 0:00:00, , , ,Skåne län,Höganäs, , ,245.7,0,0,0, , , , ,14807.95314,0, ,14807.95314,MPAs_Sverige_Okt_2023,14807.95314,2456990.173
270, ,Mörrumsån,SCI, ,,,,2004-12-01 0:00:00, , , ,Blekinge län,"Karlshamn, Olofström", , ,171.2,0,0,0, , , , ,82112.52117,0, ,82112.52117,MPAs_Sverige_Okt_2023,82112.52117,1712278.105
271, ,Nabbelund,SCI, ,,,,2005-01-01 0:00:00, , , ,Kalmar län,Borgholm, , ,110.1,0,0,0, , , , ,6682.099125,0, ,6682.099125,MPAs_Sverige_Okt_2023,6682.099125,1100845.523
272, ,Nidingen,SCI, ,,,,2004-12-01 0:00:00, , , ,Hallands län,Kungsbacka, , ,728,0,0,0, , , , ,11065.66232,0, ,11065.66232,MPAs_Sverige_Okt_2023,11065.66232,7279849.853
